Player ID,Player name,Opponent Team,Mat,Inns,NNO,Runs,HS,Not Out,Avg,BF,SR,100s,50s,0s,4s,6s
14504,Tilak Verma,Australia,3,3.0,2.0,50.0,31.0,1,50.0,36.0,138.88,0.0,0.0,0.0,6.0,1.0
14504,Tilak Verma,Bangladesh,1,1.0,1.0,55.0,55.0,1,,26.0,211.53,0.0,1.0,0.0,2.0,6.0
14504,Tilak Verma,Ireland,2,2.0,0.0,1.0,1.0,0,0.5,3.0,33.33,0.0,0.0,1.0,0.0,0.0
14504,Tilak Verma,Nepal,1,1.0,0.0,2.0,2.0,0,2.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0
14504,Tilak Verma,South Africa,2,2.0,0.0,29.0,29.0,0,14.5,21.0,138.09,0.0,0.0,1.0,4.0,1.0
14504,Tilak Verma,West Indies,5,5.0,2.0,173.0,51.0,0,57.66,123.0,140.65,0.0,1.0,0.0,15.0,7.0
1413,Virat Kohli,Afghanistan,6,5.0,1.0,225.0,122.0,1,56.25,141.0,159.57,1.0,1.0,1.0,21.0,9.0
1413,Virat Kohli,Australia,23,22.0,6.0,794.0,90.0,1,49.62,557.0,142.54,0.0,8.0,2.0,60.0,26.0
1413,Virat Kohli,Bangladesh,6,6.0,3.0,230.0,64.0,1,76.66,186.0,123.65,0.0,2.0,0.0,18.0,6.0
1413,Virat Kohli,England,21,21.0,4.0,648.0,80.0,1,38.11,480.0,135.0,0.0,5.0,1.0,61.0,19.0
1413,Virat Kohli,Hong Kong,1,1.0,1.0,59.0,59.0,1,,44.0,134.09,0.0,1.0,0.0,1.0,3.0
1413,Virat Kohli,Ireland,3,3.0,0.0,10.0,9.0,0,3.33,15.0,66.66,0.0,0.0,1.0,1.0,0.0
1413,Virat Kohli,Netherlands,1,1.0,1.0,62.0,62.0,1,,44.0,140.9,0.0,1.0,0.0,3.0,2.0
1413,Virat Kohli,New Zealand,10,10.0,1.0,311.0,70.0,0,34.55,224.0,138.83,0.0,2.0,0.0,29.0,8.0
1413,Virat Kohli,Pakistan,11,11.0,4.0,492.0,82.0,1,70.28,397.0,123.92,0.0,5.0,0.0,49.0,11.0
1413,Virat Kohli,Scotland,1,1.0,1.0,2.0,2.0,1,,2.0,100.0,0.0,0.0,0.0,0.0,0.0
1413,Virat Kohli,South Africa,14,13.0,3.0,394.0,76.0,0,39.4,296.0,133.1,0.0,3.0,0.0,32.0,12.0
1413,Virat Kohli,Sri Lanka,8,7.0,2.0,339.0,82.0,0,67.8,245.0,138.36,0.0,4.0,1.0,33.0,9.0
1413,Virat Kohli,U.S.A.,1,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1413,Virat Kohli,West Indies,14,13.0,3.0,570.0,94.0,1,57.0,378.0,150.79,0.0,6.0,0.0,56.0,18.0
1413,Virat Kohli,Zimbabwe,3,2.0,1.0,52.0,26.0,1,52.0,46.0,113.04,0.0,0.0,0.0,5.0,1.0
10945,Washington Sundar,Australia,3,2.0,0.0,14.0,7.0,0,7.0,11.0,127.27,0.0,0.0,0.0,2.0,0.0
10945,Washington Sundar,Bangladesh,7,2.0,2.0,14.0,14.0,1,,5.0,280.0,0.0,0.0,0.0,0.0,2.0
10945,Washington Sundar,England,5,2.0,1.0,7.0,4.0,0,7.0,5.0,140.0,0.0,0.0,0.0,1.0,0.0
10945,Washington Sundar,Ireland,2,1.0,1.0,0.0,0.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10945,Washington Sundar,New Zealand,6,4.0,0.0,60.0,50.0,0,15.0,41.0,146.34,0.0,1.0,2.0,6.0,3.0
10945,Washington Sundar,South Africa,2,1.0,0.0,4.0,4.0,0,4.0,1.0,400.0,0.0,0.0,0.0,1.0,0.0
10945,Washington Sundar,Sri Lanka,7,2.0,0.0,25.0,25.0,0,12.5,19.0,131.57,0.0,0.0,1.0,2.0,1.0
10945,Washington Sundar,West Indies,7,2.0,1.0,8.0,8.0,1,8.0,6.0,133.33,0.0,0.0,1.0,0.0,1.0
10945,Washington Sundar,Zimbabwe,5,2.0,1.0,28.0,27.0,0,28.0,35.0,80.0,0.0,0.0,0.0,1.0,1.0
13940,Yashasvi Jaiswal,Afghanistan,3,2.0,0.0,72.0,68.0,0,36.0,40.0,180.0,0.0,1.0,0.0,5.0,6.0
13940,Yashasvi Jaiswal,Australia,5,5.0,0.0,138.0,53.0,0,27.6,82.0,168.29,0.0,1.0,0.0,19.0,7.0
13940,Yashasvi Jaiswal,Bangladesh,1,1.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
13940,Yashasvi Jaiswal,Ireland,2,2.0,0.0,42.0,24.0,0,21.0,34.0,123.52,0.0,0.0,0.0,5.0,2.0
13940,Yashasvi Jaiswal,Nepal,1,1.0,0.0,100.0,100.0,0,100.0,49.0,204.08,1.0,0.0,0.0,8.0,7.0
13940,Yashasvi Jaiswal,South Africa,2,2.0,0.0,60.0,60.0,0,30.0,44.0,136.36,0.0,1.0,1.0,6.0,3.0
13940,Yashasvi Jaiswal,Sri Lanka,3,3.0,0.0,80.0,40.0,0,26.66,45.0,177.77,0.0,0.0,0.0,10.0,4.0
13940,Yashasvi Jaiswal,West Indies,3,3.0,1.0,90.0,84.0,1,45.0,57.0,157.89,0.0,1.0,0.0,12.0,3.0
13940,Yashasvi Jaiswal,Zimbabwe,3,3.0,1.0,141.0,93.0,1,70.5,85.0,165.88,0.0,1.0,0.0,17.0,6.0
