MatchID,BatsmanName,BowlerName,FielderName,ModeOfDismissal
2191,KR Mayers,Arshdeep Singh,,lbw
2191,R Powell,Hardik Pandya,Mukesh Kumar,caught
2191,N Pooran,Mukesh Kumar,Sanju Samson,caught
2191,R Shepherd,Yuzvendra Chahal,"Ishan Kishan, AR Patel",run out
2191,JO Holder,Yuzvendra Chahal,Ishan Kishan,stumped
2191,SO Hetmyer,Yuzvendra Chahal,,lbw
2192,KR Mayers,Axar Patel,Arshdeep Singh,caught
2192,N Pooran,Kuldeep Yadav,Sanju Samson,stumped
2192,SO Hetmyer,Mukesh Kumar,Tilak Verma,caught
2192,Yashasvi Jaiswal,OC McCoy,AS Joseph,caught
2192,Shubman Gill,AS Joseph,J Charles,caught
2192,Suryakumar Yadav,AS Joseph,BA King,caught
2193,KR Mayers,Arshdeep Singh,Sanju Samson,caught
2193,BA King,Arshdeep Singh,Kuldeep Yadav,caught
2193,N Pooran,Kuldeep Yadav,Suryakumar Yadav,caught
2193,R Powell,Kuldeep Yadav,Shubman Gill,caught
2193,SD Hope,Yuzvendra Chahal,Axar Patel,caught
2193,R Shepherd,Axar Patel,Sanju Samson,caught
2193,JO Holder,Mukesh Kumar,,bowled
2193,SO Hetmyer,Arshdeep Singh,Tilak Verma,caught
2193,Shubman Gill,R Shepherd,SD Hope,caught
2194,Yashasvi Jaiswal,AJ Hosein,,caught and bowled
2194,Shubman Gill,AJ Hosein,,lbw
2194,Tilak Verma,RL Chase,,caught and bowled
2194,Sanju Samson,R Shepherd,N Pooran,caught
2194,Hardik Pandya,R Shepherd,JO Holder,caught
2194,Suryakumar Yadav,JO Holder,,lbw
2194,Arshdeep Singh,R Shepherd,,bowled
2194,Axar Patel,JO Holder,R Shepherd,caught
2194,KR Mayers,Arshdeep Singh,Yashasvi Jaiswal,caught
2194,N Pooran,Tilak Verma,Hardik Pandya,caught
2200,A Balbirnie,Jasprit Bumrah,,bowled
2200,L Tucker,Jasprit Bumrah,Sanju Samson,caught
2200,HT Tector,M Prasidh Krishna,Tilak Verma,caught
2200,PR Stirling,Ravi Bishnoi,,bowled
2200,GH Dockrell,M Prasidh Krishna,Ruturaj Gaikwad,caught
2200,MR Adair,Ravi Bishnoi,,lbw
2200,C Campher,Arshdeep Singh,,bowled
2200,Yashasvi Jaiswal,CA Young,PR Stirling,caught
2200,Tilak Verma,CA Young,L Tucker,caught
2208,Yashasvi Jaiswal,CA Young,C Campher,caught
2208,Tilak Verma,BJ McCarthy,GH Dockrell,caught
2208,Sanju Samson,B White,,bowled
2208,Ruturaj Gaikwad,BJ McCarthy,HT Tector,caught
2208,Rinku Singh,MR Adair,CA Young,caught
2208,PR Stirling,M Prasidh Krishna,Arshdeep Singh,caught
2208,L Tucker,M Prasidh Krishna,Ruturaj Gaikwad,caught
2208,HT Tector,Ravi Bishnoi,,bowled
2208,C Campher,Ravi Bishnoi,Shivam Dubey,caught
2208,A Balbirnie,Arshdeep Singh,Sanju Samson,caught
2208,BJ McCarthy,Jasprit Bumrah,Ravi Bishnoi,caught
2208,MR Adair,Jasprit Bumrah,Tilak Verma,caught
2396,Yashasvi Jaiswal,M Jansen,DA Miller,caught
2396,Shubman Gill,LB Williams,,lbw
2396,Tilak Verma,G Coetzee,M Jansen,caught
2396,Suryakumar Yadav,T Shamsi,M Jansen,caught
2396,Dhruv Jurel,AK Markram,T Stubbs,caught
2396,Ravindra Jadeja,G Coetzee,,lbw
2396,Arshdeep Singh,G Coetzee,AL Phehlukwayo,caught
2396,MP Breetzke,Ravindra Jadeja,"Tilak Varma, JM Sharma, RA Jadeja",run out
2396,AK Markram,Mukesh Kumar,Mohammed Siraj,caught
2396,RR Hendricks,Kuldeep Yadav,Suryakumar Yadav,caught
2396,H Klaasen,Mohammed Siraj,Yashasvi Jaiswal,caught
2396,DA Miller,Mukesh Kumar,Mohammed Siraj,caught
2401,Shubman Gill,KA Maharaj,,lbw
2401,Tilak Verma,KA Maharaj,AK Markram,caught
2401,Yashasvi Jaiswal,T Shamsi,RR Hendricks,caught
2401,Rinku Singh,N Burger,T Stubbs,caught
2401,Suryakumar Yadav,LB Williams,MP Breetzke,caught
2401,Ravindra Jadeja,LB Williams,"H Klaasen, LB Williams",run out
2401,Dhruv Jurel,LB Williams,,hit wicket
2401,MP Breetzke,Mukesh Kumar,,bowled
2401,RR Hendricks,Arshdeep Singh,Mohammed Siraj,run out
2401,H Klaasen,Arshdeep Singh,Rinku Singh,caught
2401,AK Markram,Ravindra Jadeja,Yashasvi Jaiswal,caught
2401,AL Phehlukwayo,Ravindra Jadeja,,caught and bowled
2360,MW Short,Ravi Bishnoi,,bowled
2360,SPD Smith,Mukesh Kumar,"Mukesh Kumar, M Prasidh Krishna",run out
2360,JP Inglis,M Prasidh Krishna,Yashasvi Jaiswal,caught
2360,Ruturaj Gaikwad,MP Stoinis,"MS Wade, NT Ellis",run out
2360,Yashasvi Jaiswal,MW Short,SPD Smith,caught
2360,Ishan Kishan,T Sangha,MW Short,caught
2360,Tilak Verma,T Sangha,MP Stoinis,caught
2360,Suryakumar Yadav,JP Behrendorff,AM Hardie,caught
2360,Axar Patel,SA Abbott,,caught and bowled
2360,Ravi Bishnoi,SA Abbott,"MS Wade, SA Abbott",run out
2360,Arshdeep Singh,SA Abbott,"SPD Smith, SA Abbott",run out
2367,Yashasvi Jaiswal,NT Ellis,A Zampa,caught
2367,Ishan Kishan,MP Stoinis,NT Ellis,caught
2367,Suryakumar Yadav,NT Ellis,MP Stoinis,caught
2367,Ruturaj Gaikwad,NT Ellis,TH David,caught
2367,MW Short,Ravi Bishnoi,,bowled
2367,JP Inglis,Ravi Bishnoi,Tilak Verma,caught
2367,GJ Maxwell,Axar Patel,Yashasvi Jaiswal,caught
2367,SPD Smith,M Prasidh Krishna,Yashasvi Jaiswal,caught
2367,TH David,Ravi Bishnoi,Ruturaj Gaikwad,caught
2367,MP Stoinis,Mukesh Kumar,Axar Patel,caught
2367,A Zampa,Arshdeep Singh,,bowled
2372,Yashasvi Jaiswal,JP Behrendorff,MS Wade,caught
2372,Ishan Kishan,KW Richardson,MP Stoinis,caught
2372,Suryakumar Yadav,AM Hardie,MS Wade,caught
2372,AM Hardie,Arshdeep Singh,Ishan Kishan,caught
2372,TM Head,Avesh Khan,Ravi Bishnoi,caught
2372,JP Inglis,Ravi Bishnoi,,bowled
2372,MP Stoinis,Axar Patel,Suryakumar Yadav,caught
2372,TH David,Ravi Bishnoi,Suryakumar Yadav,caught
2379,Yashasvi Jaiswal,AM Hardie,BR McDermott,caught
2379,Shreyas Iyer,T Sangha,CJ Green,caught
2379,Suryakumar Yadav,BJ Dwarshuis,MS Wade,caught
2379,Ruturaj Gaikwad,T Sangha,BJ Dwarshuis,caught
2379,Dhruv Jurel,BJ Dwarshuis,TM Head,caught
2379,Axar Patel,BJ Dwarshuis,T Sangha,caught
2379,Rinku Singh,JP Behrendorff,,lbw
2379,Deepak Chahar,JP Behrendorff,CJ Green,caught
2379,Ravi Bishnoi,JP Behrendorff,"JR Philippe, MS Wade",run out
2379,JR Philippe,Ravi Bishnoi,,bowled
2379,TM Head,Axar Patel,Mukesh Kumar,caught
2379,AM Hardie,Axar Patel,,bowled
2379,BR McDermott,Axar Patel,,bowled
2379,TH David,Deepak Chahar,Yashasvi Jaiswal,caught
2379,MW Short,Deepak Chahar,Yashasvi Jaiswal,caught
2379,BJ Dwarshuis,Avesh Khan,,bowled
2380,Yashasvi Jaiswal,JP Behrendorff,NT Ellis,caught
2380,Ruturaj Gaikwad,BJ Dwarshuis,JP Behrendorff,caught
2380,Suryakumar Yadav,BJ Dwarshuis,BR McDermott,caught
2380,Rinku Singh,T Sangha,TH David,caught
2380,Dhruv Jurel,AM Hardie,MW Short,caught
2380,Axar Patel,JP Behrendorff,AM Hardie,caught
2380,Shreyas Iyer,NT Ellis,,bowled
2380,Ravi Bishnoi,NT Ellis,"JR Philippe, MS Wade",run out
2380,JR Philippe,Mukesh Kumar,,bowled
2380,TM Head,Ravi Bishnoi,,bowled
2380,AM Hardie,Ravi Bishnoi,Shreyas Iyer,caught
2380,TH David,Axar Patel,Avesh Khan,caught
2380,BR McDermott,Arshdeep Singh,Rinku Singh,caught
2380,MW Short,Mukesh Kumar,Ruturaj Gaikwad,caught
2380,BJ Dwarshuis,Mukesh Kumar,,bowled
2380,MS Wade,Arshdeep Singh,Shreyas Iyer,caught
2428,Rahmanullah Gurbaz,Axar Patel,Dhruv Jurel,stumped
2428,Ibrahim Zadran,Shivam Dubey,Rohit Sharma,caught
2428,Rahmat Shah,Axar Patel,,bowled
2428,Azmatullah Omarzai,Mukesh Kumar,,bowled
2428,Mohammad Nabi,Mukesh Kumar,Rinku Singh,caught
2428,Rohit Sharma,Fazalhaq Farooqi,"Rahmanullah Gurbaz, Ibrahim Zadran",run out
2428,Shubman Gill,Mujeeb Ur Rahman,Rahmanullah Gurbaz,stumped
2428,Tilak Verma,Azmatullah Omarzai,Gulbadin Naib,caught
2428,Dhruv Jurel,Mujeeb Ur Rahman,Ibrahim Zadran,caught
2431,Rahmanullah Gurbaz,Ravi Bishnoi,Shivam Dubey,caught
2431,Ibrahim Zadran,Axar Patel,,bowled
2431,Azmatullah Omarzai,Shivam Dubey,,bowled
2431,Gulbadin Naib,Axar Patel,Rohit Sharma,caught
2431,Mohammad Nabi,Ravi Bishnoi,Rinku Singh,caught
2431,Najibullah Zadran,Arshdeep Singh,,bowled
2431,Karim Janat,Arshdeep Singh,Axar Patel,caught
2431,Noor Ahmad,Arshdeep Singh,Virat Kohli,caught
2431,Mujeeb Ur Rahman,Arshdeep Singh,"JM Sharma, Arshdeep Singh",run out
2431,Fazalhaq Farooqi,Arshdeep Singh,"YBK Jaiswal, JM Sharma",run out
2431,Rohit Sharma,Fazalhaq Farooqi,,bowled
2431,Virat Kohli,Naveen-ul-Haq,Ibrahim Zadran,caught
2431,Yashasvi Jaiswal,Karim Janat,Rahmanullah Gurbaz,caught
2431,Dhruv Jurel,Karim Janat,Mohammad Nabi,caught
2435,Yashasvi Jaiswal,Fareed Ahmad,Mohammad Nabi,caught
2435,Virat Kohli,Fareed Ahmad,Ibrahim Zadran,caught
2435,Shivam Dubey,Azmatullah Omarzai,Rahmanullah Gurbaz,caught
2435,Sanju Samson,Fareed Ahmad,Mohammad Nabi,caught
2435,Rahmanullah Gurbaz,Kuldeep Yadav,Washington Sundar,caught
2435,Ibrahim Zadran,Washington Sundar,Sanju Samson,stumped
2435,Azmatullah Omarzai,Washington Sundar,Ravi Bishnoi,caught
2435,Mohammad Nabi,Washington Sundar,Avesh Khan,caught
2435,Karim Janat,Mukesh Kumar,Sanju Samson,run out
2435,Najibullah Zadran,Avesh Khan,Virat Kohli,caught
2435,Gulbadin Naib,Mukesh Kumar,Virat Kohli,run out
2435,Rohit Sharma,Azmatullah Omarzai,,retired hurt
2435,Rinku Singh,Fareed Ahmad,Rahmanullah Gurbaz,caught
2435,Rohit Sharma,Fareed Ahmad,Rahmanullah Gurbaz,run out
2435,Mohammad Nabi,Ravi Bishnoi,Rinku Singh,caught
2435,Rahmanullah Gurbaz,Ravi Bishnoi,Rinku Singh,caught
2278,Ruturaj Gaikwad,DS Airee,RK Paudel,caught
2278,Tilak Verma,Sompal Kami,,bowled
2278,Dhruv Jurel,S Lamichhane,,caught and bowled
2278,Yashasvi Jaiswal,DS Airee,A Bohara,caught
2278,Aasif Sheikh,Avesh Khan,Dhruv Jurel,caught
2278,K Bhurtel,R Sai Kishore,Avesh Khan,caught
2278,Kushal Malla,Ravi Bishnoi,Rinku Singh,caught
2278,RK Paudel,Ravi Bishnoi,,lbw
2278,DS Airee,Ravi Bishnoi,R Sai Kishore,caught
2278,S Jora,Arshdeep Singh,Yashasvi Jaiswal,caught
2278,Sompal Kami,Avesh Khan,R Sai Kishore,caught
2278,Gulsan Jha,Arshdeep Singh,Yashasvi Jaiswal,caught
2278,S Lamichhane,Avesh Khan,R Sai Kishore,caught
2296,Mahmudul Hasan Joy,R Sai Kishore,Yashasvi Jaiswal,caught
2296,Saif Hassan,Washington Sundar,Rinku Singh,caught
2296,Zakir Hasan,Washington Sundar,Yashasvi Jaiswal,caught
2296,Parvez Hossain Emon,Tilak Verma,Ruturaj Gaikwad,caught
2296,Shahadat Hossain,R Sai Kishore,Tilak Verma,caught
2296,Afif Hossain,R Sai Kishore,Shivam Dubey,caught
2296,Mrittunjoy Chowdhury,Ravi Bishnoi,Dhruv Jurel,caught
2296,Rakibul Hasan,Shahbaz Ahmed,Tilak Verma,caught
2296,R Mondol,Arshdeep Singh,Rinku Singh,caught
2296,Yashasvi Jaiswal,R Mondol,Mrittunjoy Chowdhury,caught
2301,Zubaid Akbari,Shivam Dubey,Arshdeep Singh,caught
2301,Mohammad Shahzad,Arshdeep Singh,Dhruv Jurel,caught
2301,Noor Ali Zadran,Washington Sundar,"JM Sharma, Ravi Bishnoi",run out
2301,Afsar Zazai,Ravi Bishnoi,,bowled
2639,PR Stirling,Arshdeep Singh,Rishabh Pant,caught
2639,A Balbirnie,Arshdeep Singh,,bowled
2639,L Tucker,Hardik Pandya,,bowled
2639,HT Tector,Jasprit Bumrah,Virat Kohli,caught
2639,C Campher,Hardik Pandya,Rishabh Pant,caught
2639,GH Dockrell,Mohammed Siraj,Jasprit Bumrah,caught
2639,MR Adair,Hardik Pandya,Shivam Dubey,caught
2639,BJ McCarthy,Axar Patel,,caught and bowled
2639,J Little,Jasprit Bumrah,,bowled
2639,GJ Delany,Arshdeep Singh,"RR Pant, Mohammed Siraj",run out
2639,Virat Kohli,MR Adair,B White,caught
2639,Rohit Sharma,MR Adair,,retired hurt
2639,Suryakumar Yadav,B White,GH Dockrell,caught
2658,Virat Kohli,Naseem Shah,Usman Khan,caught
2658,Rohit Sharma,Shaheen Shah Afridi,Haris Rauf,caught
2658,Axar Patel,Naseem Shah,,bowled
2658,Suryakumar Yadav,Haris Rauf,Mohammad Amir,caught
2658,Shivam Dubey,Naseem Shah,,caught and bowled
2658,Rishabh Pant,Mohammad Amir,Babar Azam,caught
2658,Ravindra Jadeja,Mohammad Amir,Imad Wasim,caught
2658,Hardik Pandya,Haris Rauf,Iftikhar Ahmed,caught
2658,Jasprit Bumrah,Haris Rauf,Imad Wasim,caught
2658,Arshdeep Singh,Shaheen Shah Afridi,"Mohammad Rizwan, Babar Azam",run out
2658,Babar Azam,Jasprit Bumrah,Suryakumar Yadav,caught
2658,Usman Khan,Axar Patel,,lbw
2658,Fakhar Zaman,Hardik Pandya,Rishabh Pant,caught
2658,Mohammad Rizwan,Jasprit Bumrah,,bowled
2658,Shadab Khan,Hardik Pandya,Rishabh Pant,caught
2658,Iftikhar Ahmed,Jasprit Bumrah,Arshdeep Singh,caught
2658,Imad Wasim,Arshdeep Singh,Rishabh Pant,caught
2671,Shayan Jahangir,Arshdeep Singh,,lbw
2671,AGS Gous,Arshdeep Singh,Hardik Pandya,caught
2671,Aaron Jones,Hardik Pandya,Mohammed Siraj,caught
2671,SR Taylor,Axar Patel,,bowled
2671,NR Kumar,Arshdeep Singh,Mohammed Siraj,caught
2671,CJ Anderson,Hardik Pandya,Rishabh Pant,caught
2671,Harmeet Singh,Arshdeep Singh,Rishabh Pant,caught
2671,Jasdeep Singh,Mohammed Siraj,"RR Pant, Mohammed Siraj",run out
2671,Virat Kohli,SN Netravalkar,AGS Gous,caught
2671,Rohit Sharma,SN Netravalkar,Harmeet Singh,caught
2671,Rishabh Pant,Ali Khan,,bowled
2710,Rohit Sharma,Fazalhaq Farooqi,Rashid Khan,caught
2710,Rishabh Pant,Rashid Khan,,lbw
2710,Virat Kohli,Rashid Khan,Mohammad Nabi,caught
2710,Shivam Dubey,Rashid Khan,,lbw
2710,Suryakumar Yadav,Fazalhaq Farooqi,Mohammad Nabi,caught
2710,Hardik Pandya,Naveen-ul-Haq,Azmatullah Omarzai,caught
2710,Ravindra Jadeja,Fazalhaq Farooqi,Gulbadin Naib,caught
2710,Axar Patel,Naveen-ul-Haq,"Rahmanullah Gurbaz, Naveen-ul-Haq",run out
2710,Rahmanullah Gurbaz,Jasprit Bumrah,Rishabh Pant,caught
2710,Ibrahim Zadran,Axar Patel,Rohit Sharma,caught
2710,Hazratullah,Jasprit Bumrah,Ravindra Jadeja,caught
2710,Gulbadin Naib,Kuldeep Yadav,Rishabh Pant,caught
2710,Azmatullah Omarzai,Ravindra Jadeja,Axar Patel,caught
2710,Najibullah Zadran,Jasprit Bumrah,Arshdeep Singh,caught
2710,Mohammad Nabi,Kuldeep Yadav,Ravindra Jadeja,caught
2710,Rashid Khan,Arshdeep Singh,Ravindra Jadeja,caught
2710,Naveen-ul-Haq,Arshdeep Singh,Rishabh Pant,caught
2710,Noor Ahmad,Arshdeep Singh,Rohit Sharma,caught
2716,Rohit Sharma,Shakib Al Hasan,Jaker Ali,caught
2716,Virat Kohli,Tanzim Hasan Sakib,,bowled
2716,Suryakumar Yadav,Tanzim Hasan Sakib,Liton Das,caught
2716,Rishabh Pant,Rishad Hossain,Tanzim Hasan Sakib,caught
2716,Shivam Dubey,Rishad Hossain,,bowled
2716,Liton Das,Hardik Pandya,Suryakumar Yadav,caught
2716,Shakib Al Hasan,Kuldeep Yadav,Rohit Sharma,caught
2716,Nazmul Hossain Shanto,Jasprit Bumrah,Arshdeep Singh,caught
2716,Jaker Ali,Arshdeep Singh,Virat Kohli,caught
2716,Rishad Hossain,Jasprit Bumrah,Rohit Sharma,caught
2716,Mahmudullah,Arshdeep Singh,Axar Patel,caught
2721,Virat Kohli,JR Hazlewood,TH David,caught
2721,Rishabh Pant,MP Stoinis,JR Hazlewood,caught
2721,Rohit Sharma,MA Starc,,bowled
2721,Suryakumar Yadav,MA Starc,MS Wade,caught
2721,Shivam Dubey,MP Stoinis,DA Warner,caught
2721,DA Warner,Arshdeep Singh,Suryakumar Yadav,caught
2721,MR Marsh,Kuldeep Yadav,Axar Patel,caught
2721,MP Stoinis,Axar Patel,Hardik Pandya,caught
2721,TM Head,Jasprit Bumrah,Rohit Sharma,caught
2721,MS Wade,Arshdeep Singh,Kuldeep Yadav,caught
2721,TH David,Arshdeep Singh,Jasprit Bumrah,caught
2724,Virat Kohli,RJW Topley,,bowled
2724,Rishabh Pant,SM Curran,JM Bairstow,caught
2724,Rohit Sharma,AU Rashid,,bowled
2724,Suryakumar Yadav,JC Archer,CJ Jordan,caught
2724,Hardik Pandya,CJ Jordan,SM Curran,caught
2724,Shivam Dubey,CJ Jordan,JC Buttler,caught
2724,Axar Patel,CJ Jordan,PD Salt,caught
2724,JC Buttler,Axar Patel,Rishabh Pant,caught
2724,PD Salt,Jasprit Bumrah,,bowled
2724,JM Bairstow,Axar Patel,,bowled
2724,MM Ali,Axar Patel,Rishabh Pant,stumped
2724,LS Livingstone,Axar Patel,"AR Patel, Kuldeep Yadav",run out
2724,AU Rashid,Hardik Pandya,Suryakumar Yadav,run out
2724,JC Archer,Jasprit Bumrah,,lbw
2729,Rohit Sharma,KA Maharaj,H Klaasen,caught
2729,Rishabh Pant,KA Maharaj,Q de Kock,caught
2729,Suryakumar Yadav,K Rabada,H Klaasen,caught
2729,Axar Patel,K Rabada,Q de Kock,run out
2729,Virat Kohli,M Jansen,K Rabada,caught
2729,Shivam Dubey,A Nortje,DA Miller,caught
2729,Ravindra Jadeja,A Nortje,KA Maharaj,caught
2729,RR Hendricks,Jasprit Bumrah,,bowled
2729,AK Markram,Arshdeep Singh,Rishabh Pant,caught
2729,T Stubbs,Axar Patel,,bowled
2729,Q de Kock,Arshdeep Singh,Kuldeep Yadav,caught
2729,H Klaasen,Hardik Pandya,Rishabh Pant,caught
2729,M Jansen,Jasprit Bumrah,,bowled
2729,DA Miller,Hardik Pandya,Suryakumar Yadav,caught
2729,K Rabada,Hardik Pandya,Suryakumar Yadav,caught
2737,I Kaia,Mukesh Kumar,,bowled
2737,BJ Bennett,Ravi Bishnoi,,bowled
2737,W Madhevere,Ravi Bishnoi,,bowled
2737,Sikandar Raza,Avesh Khan,Ravi Bishnoi,caught
2737,J Campbell,Avesh Khan,"Washington Sundar, Avesh Khan",run out
2737,D Myers,Washington Sundar,,caught and bowled
2737,WP Masakadza,Washington Sundar,Dhruv Jurel,stumped
2737,LM Jongwe,Ravi Bishnoi,,lbw
2737,B Muzarabani,Ravi Bishnoi,,bowled
2737,Abhishek Sharma,BJ Bennett,WP Masakadza,caught
2737,Ruturaj Gaikwad,B Muzarabani,I Kaia,caught
2737,Riyan Parag,TL Chatara,B Mavuta,caught
2737,Rinku Singh,TL Chatara,BJ Bennett,caught
2737,Shubman Gill,Sikandar Raza,,bowled
2737,Ravi Bishnoi,Sikandar Raza,,lbw
2737,Avesh Khan,WP Masakadza,Sikandar Raza,caught
2737,Mukesh Kumar,Sikandar Raza,,bowled
2737,Washington Sundar,TL Chatara,B Muzarabani,caught
2739,Shubman Gill,B Muzarabani,BJ Bennett,caught
2739,Abhishek Sharma,WP Masakadza,D Myers,caught
2739,I Kaia,Mukesh Kumar,,bowled
2739,BJ Bennett,Mukesh Kumar,,bowled
2739,D Myers,Avesh Khan,Rinku Singh,caught
2739,Sikandar Raza,Avesh Khan,Dhruv Jurel,caught
2739,J Campbell,Washington Sundar,Ravi Bishnoi,caught
2739,C Madande,Ravi Bishnoi,,lbw
2739,WP Masakadza,Washington Sundar,Dhruv Jurel,run out
2739,W Madhevere,Ravi Bishnoi,,bowled
2739,B Muzarabani,Avesh Khan,Washington Sundar,caught
2739,LM Jongwe,Mukesh Kumar,Ruturaj Gaikwad,caught
2749,Yashasvi Jaiswal,Sikandar Raza,BJ Bennett,caught
2749,Abhishek Sharma,Sikandar Raza,T Marumani,caught
2749,Shubman Gill,B Muzarabani,Sikandar Raza,caught
2749,Ruturaj Gaikwad,B Muzarabani,W Madhevere,caught
2749,W Madhevere,Avesh Khan,Abhishek Sharma,caught
2749,T Marumani,KK Ahmed,Shivam Dubey,caught
2749,BJ Bennett,Avesh Khan,Ravi Bishnoi,caught
2749,Sikandar Raza,Washington Sundar,Rinku Singh,caught
2749,J Campbell,Washington Sundar,Riyan Parag,caught
2749,C Madande,Washington Sundar,Rinku Singh,caught
2759,T Marumani,Abhishek Sharma,Rinku Singh,caught
2759,W Madhevere,Shivam Dubey,Rinku Singh,caught
2759,BJ Bennett,Washington Sundar,Yashasvi Jaiswal,caught
2759,J Campbell,Ravi Bishnoi,Ravi Bishnoi,run out
2759,Sikandar Raza,TU Deshpande,Shubman Gill,caught
2759,C Madande,KK Ahmed,Rinku Singh,caught
2762,Yashasvi Jaiswal,Sikandar Raza,,bowled
2762,Abhishek Sharma,B Muzarabani,C Madande,caught
2762,Shubman Gill,R Ngarava,Sikandar Raza,caught
2762,Riyan Parag,B Mavuta,R Ngarava,caught
2762,Sanju Samson,B Muzarabani,T Marumani,caught
2762,Shivam Dubey,M Faraz Akram,"Sikandar Raza, M Faraz Akram",run out
2762,W Madhevere,Mukesh Kumar,,bowled
2762,BJ Bennett,Mukesh Kumar,Shivam Dubey,caught
2762,T Marumani,Washington Sundar,,lbw
2762,D Myers,Shivam Dubey,Abhishek Sharma,caught
2762,Sikandar Raza,Ravi Bishnoi,Shivam Dubey,run out
2762,J Campbell,Shivam Dubey,TU Deshpande,caught
2762,C Madande,Abhishek Sharma,Sanju Samson,caught
2762,M Faraz Akram,Mukesh Kumar,Sanju Samson,caught
2762,R Ngarava,Mukesh Kumar,,bowled
2767,Shubman Gill,D Madushanka,AM Fernando,caught
2767,Yashasvi Jaiswal,PWH de Silva,BKG Mendis,stumped
2767,Suryakumar Yadav,M Pathirana,,lbw
2767,Hardik Pandya,M Pathirana,,bowled
2767,Riyan Parag,M Pathirana,,lbw
2767,Rishabh Pant,M Pathirana,,bowled
2767,Rinku Singh,AM Fernando,,bowled
2767,BKG Mendis,Arshdeep Singh,Yashasvi Jaiswal,caught
2767,P Nissanka,Axar Patel,,bowled
2767,MDKJ Perera,Axar Patel,Ravi Bishnoi,caught
2767,KIC Asalanka,Ravi Bishnoi,Yashasvi Jaiswal,caught
2767,MD Shanaka,Riyan Parag,"RR Pant, Mohammed Siraj",run out
2767,PHKD Mendis,Riyan Parag,,bowled
2767,PWH de Silva,Arshdeep Singh,Riyan Parag,caught
2767,M Pathirana,Mohammed Siraj,Axar Patel,caught
2767,M Theekshana,Riyan Parag,,bowled
2767,D Madushanka,Riyan Parag,,bowled
2768,BKG Mendis,Arshdeep Singh,Ravi Bishnoi,caught
2768,P Nissanka,Ravi Bishnoi,,lbw
2768,PHKD Mendis,Hardik Pandya,Rinku Singh,caught
2768,MDKJ Perera,Hardik Pandya,Rinku Singh,caught
2768,MD Shanaka,Ravi Bishnoi,,bowled
2768,PWH de Silva,Ravi Bishnoi,,bowled
2768,KIC Asalanka,Arshdeep Singh,Sanju Samson,caught
2768,M Theekshana,Axar Patel,,bowled
2768,RTM Mendis,Axar Patel,Rishabh Pant,stumped
2768,Sanju Samson,M Theekshana,,bowled
2768,Suryakumar Yadav,M Pathirana,MD Shanaka,caught
2768,Yashasvi Jaiswal,PWH de Silva,MD Shanaka,caught
2769,Yashasvi Jaiswal,M Theekshana,,lbw
2769,Sanju Samson,C Wickramasinghe,PWH de Silva,caught
2769,Rinku Singh,M Theekshana,M Pathirana,caught
2769,Suryakumar Yadav,AM Fernando,PWH de Silva,caught
2769,Shivam Dubey,RTM Mendis,BKG Mendis,caught
2769,Shubman Gill,PWH de Silva,BKG Mendis,stumped
2769,Riyan Parag,PWH de Silva,RTM Mendis,caught
2769,Washington Sundar,M Theekshana,,bowled
2769,Mohammed Siraj,M Theekshana,BKG Mendis,run out
2769,P Nissanka,Ravi Bishnoi,Riyan Parag,caught
2769,BKG Mendis,Ravi Bishnoi,,lbw
2769,PWH de Silva,Washington Sundar,Ravi Bishnoi,caught
2769,KIC Asalanka,Washington Sundar,Sanju Samson,caught
2769,MDKJ Perera,Rinku Singh,,caught and bowled
2769,RTM Mendis,Rinku Singh,Shubman Gill,caught
2769,PHKD Mendis,Suryakumar Yadav,Rinku Singh,caught
2769,M Theekshana,Suryakumar Yadav,Sanju Samson,caught
2769,MDKJ Perera,Washington Sundar,Ravi Bishnoi,caught
2769,P Nissanka,Washington Sundar,Rinku Singh,caught
