Player ID,Player Name,Match Number,Catches,Run-Out,Stumpings
576,Rohit Sharma,2658,1,0,0
576,Rohit Sharma,2671,1,0,0
576,Rohit Sharma,2710,3,0,0
576,Rohit Sharma,2716,3,0,0
576,Rohit Sharma,2721,1,0,0
576,Rohit Sharma,2724,0,0,0
576,Rohit Sharma,2729,1,0,0
10896,Rinku Singh,2208,1,0,0
10896,Rinku Singh,2278,1,0,0
10896,Rinku Singh,2296,2,0,0
10896,Rinku Singh,2379,0,0,0
10896,Rinku Singh,2380,2,0,0
10896,Rinku Singh,2401,2,0,0
10896,Rinku Singh,2428,1,0,0
10896,Rinku Singh,2431,1,0,0
10896,Rinku Singh,2435,3,0,0
10896,Rinku Singh,2737,1,0,0
10896,Rinku Singh,2739,1,0,0
10896,Rinku Singh,2749,2,0,0
10896,Rinku Singh,2759,3,0,0
10896,Rinku Singh,2767,0,0,0
10896,Rinku Singh,2768,2,0,0
10896,Rinku Singh,2769,3,0,0
10744,Rishabh Pant,1467,1,0,0
10744,Rishabh Pant,1554,2,0,0
10744,Rishabh Pant,1569,1,0,0
10744,Rishabh Pant,1571,3,1,0
10744,Rishabh Pant,1572,2,0,0
10744,Rishabh Pant,1628,2,0,0
10744,Rishabh Pant,1631,3,1,0
10744,Rishabh Pant,1702,2,0,1
10744,Rishabh Pant,1718,1,0,0
10744,Rishabh Pant,1720,2,1,0
10744,Rishabh Pant,1725,1,1,0
10744,Rishabh Pant,1758,1,0,0
10744,Rishabh Pant,1759,1,0,0
10744,Rishabh Pant,1800,1,0,0
10744,Rishabh Pant,1805,1,1,0
10744,Rishabh Pant,1873,1,0,0
10744,Rishabh Pant,1878,0,1,0
10744,Rishabh Pant,1898,2,0,1
10744,Rishabh Pant,1911,3,0,0
10744,Rishabh Pant,2639,2,1,0
10744,Rishabh Pant,2658,4,0,0
10744,Rishabh Pant,2671,2,1,0
10744,Rishabh Pant,2710,3,0,0
10744,Rishabh Pant,2716,1,0,0
10744,Rishabh Pant,2721,1,0,0
10744,Rishabh Pant,2724,2,0,1
10744,Rishabh Pant,2729,3,0,0
10744,Rishabh Pant,2767,0,1,0
10744,Rishabh Pant,2768,0,0,1
14659,Ravi Bishnoi,1473,1,0,0
14659,Ravi Bishnoi,1479,1,0,0
14659,Ravi Bishnoi,1569,1,0,0
14659,Ravi Bishnoi,1586,1,0,0
14659,Ravi Bishnoi,1631,1,0,0
14659,Ravi Bishnoi,1754,1,0,0
14659,Ravi Bishnoi,2208,1,1,0
14659,Ravi Bishnoi,2360,0,1,0
14659,Ravi Bishnoi,2372,1,0,0
14659,Ravi Bishnoi,2379,0,1,0
14659,Ravi Bishnoi,2380,0,1,0
14659,Ravi Bishnoi,2435,1,0,0
14659,Ravi Bishnoi,2737,1,0,0
14659,Ravi Bishnoi,2739,1,0,0
14659,Ravi Bishnoi,2749,1,0,0
14659,Ravi Bishnoi,2759,0,1,0
14659,Ravi Bishnoi,2767,1,0,0
14659,Ravi Bishnoi,2768,1,0,0
14659,Ravi Bishnoi,2769,2,0,0
11195,Shivam Dubey,2208,1,0,0
11195,Shivam Dubey,2296,1,0,0
11195,Shivam Dubey,2431,1,0,0
11195,Shivam Dubey,2435,1,0,0
11195,Shivam Dubey,2639,1,0,0
11195,Shivam Dubey,2658,0,0,0
11195,Shivam Dubey,2710,0,0,0
11195,Shivam Dubey,2716,0,0,0
11195,Shivam Dubey,2721,1,0,0
11195,Shivam Dubey,2724,1,0,0
11195,Shivam Dubey,2729,1,0,0
11195,Shivam Dubey,2749,1,0,0
11195,Shivam Dubey,2762,1,2,0
11195,Shivam Dubey,2769,1,0,0
7915,Suryakumar Yadav,1467,1,0,0
7915,Suryakumar Yadav,1473,1,0,0
7915,Suryakumar Yadav,1479,1,0,0
7915,Suryakumar Yadav,1580,0,0,0
7915,Suryakumar Yadav,1586,1,0,0
7915,Suryakumar Yadav,1616,2,0,0
7915,Suryakumar Yadav,1628,2,0,0
7915,Suryakumar Yadav,1631,1,0,0
7915,Suryakumar Yadav,1702,2,0,0
7915,Suryakumar Yadav,1718,2,0,0
7915,Suryakumar Yadav,1720,1,1,0
7915,Suryakumar Yadav,1725,1,0,0
7915,Suryakumar Yadav,1750,1,0,0
7915,Suryakumar Yadav,1758,2,0,0
7915,Suryakumar Yadav,1759,2,0,0
7915,Suryakumar Yadav,1761,0,0,0
7915,Suryakumar Yadav,1788,1,0,0
7915,Suryakumar Yadav,1794,0,0,0
7915,Suryakumar Yadav,1796,1,0,0
7915,Suryakumar Yadav,1800,1,0,0
7915,Suryakumar Yadav,1803,0,1,0
7915,Suryakumar Yadav,1805,1,0,0
7915,Suryakumar Yadav,1842,3,0,0
7915,Suryakumar Yadav,1853,2,0,0
7915,Suryakumar Yadav,1860,2,0,0
7915,Suryakumar Yadav,1873,1,0,0
7915,Suryakumar Yadav,1878,1,0,0
7915,Suryakumar Yadav,1911,1,0,0
7915,Suryakumar Yadav,1984,2,0,0
7915,Suryakumar Yadav,1985,1,0,0
7915,Suryakumar Yadav,1990,3,0,0
7915,Suryakumar Yadav,1992,4,0,0
7915,Suryakumar Yadav,2188,2,0,0
7915,Suryakumar Yadav,2191,1,1,0
7915,Suryakumar Yadav,2192,1,0,0
7915,Suryakumar Yadav,2193,1,0,0
7915,Suryakumar Yadav,2194,0,0,0
7915,Suryakumar Yadav,2360,1,0,0
7915,Suryakumar Yadav,2367,1,0,0
7915,Suryakumar Yadav,2372,3,0,0
7915,Suryakumar Yadav,2379,1,0,0
7915,Suryakumar Yadav,2380,1,0,0
7915,Suryakumar Yadav,2396,2,0,0
7915,Suryakumar Yadav,2401,1,0,0
7915,Suryakumar Yadav,2639,1,0,0
7915,Suryakumar Yadav,2658,2,0,0
7915,Suryakumar Yadav,2710,1,0,0
7915,Suryakumar Yadav,2716,2,0,0
7915,Suryakumar Yadav,2721,2,0,0
7915,Suryakumar Yadav,2724,1,1,0
7915,Suryakumar Yadav,2729,3,0,0
7915,Suryakumar Yadav,2767,0,0,0
7915,Suryakumar Yadav,2768,1,0,0
7915,Suryakumar Yadav,2769,1,0,0
9428,Shreyas Iyer,1479,2,0,0
9428,Shreyas Iyer,1493,1,0,0
9428,Shreyas Iyer,1554,0,0,0
9428,Shreyas Iyer,1569,1,0,0
9428,Shreyas Iyer,1571,1,0,0
9428,Shreyas Iyer,1572,1,0,0
9428,Shreyas Iyer,1631,1,0,0
9428,Shreyas Iyer,1702,1,0,0
9428,Shreyas Iyer,1718,1,0,0
9428,Shreyas Iyer,1720,0,0,1
9428,Shreyas Iyer,1726,1,0,0
9428,Shreyas Iyer,1805,0,1,0
9428,Shreyas Iyer,1898,1,0,0
9428,Shreyas Iyer,1911,1,0,0
9428,Shreyas Iyer,2379,1,0,0
9428,Shreyas Iyer,2380,2,0,0
8271,Sanju Samson,1492,1,0,0
8271,Sanju Samson,1493,1,0,0
8271,Sanju Samson,1494,2,0,0
8271,Sanju Samson,1586,0,0,0
8271,Sanju Samson,1725,1,1,0
8271,Sanju Samson,1726,0,0,0
8271,Sanju Samson,1984,3,0,0
8271,Sanju Samson,2188,0,1,0
8271,Sanju Samson,2191,1,0,1
8271,Sanju Samson,2192,0,0,1
8271,Sanju Samson,2193,2,0,0
8271,Sanju Samson,2194,1,0,0
8271,Sanju Samson,2200,1,0,0
8271,Sanju Samson,2208,1,1,0
8271,Sanju Samson,2435,1,1,1
8271,Sanju Samson,2762,3,0,0
8271,Sanju Samson,2768,1,0,0
8271,Sanju Samson,2769,3,0,0
11808,Shubman Gill,1984,0,0,0
11808,Shubman Gill,1985,2,0,0
11808,Shubman Gill,1986,1,0,0
11808,Shubman Gill,1990,1,0,0
11808,Shubman Gill,1991,1,0,0
11808,Shubman Gill,2188,0,0,1
11808,Shubman Gill,2191,1,0,0
11808,Shubman Gill,2192,1,0,0
11808,Shubman Gill,2193,2,0,0
11808,Shubman Gill,2194,0,0,0
11808,Shubman Gill,2396,0,0,0
11808,Shubman Gill,2401,0,0,0
11808,Shubman Gill,2428,0,0,1
11808,Shubman Gill,2737,0,0,0
11808,Shubman Gill,2739,1,0,0
11808,Shubman Gill,2749,1,0,0
11808,Shubman Gill,2759,1,0,0
11808,Shubman Gill,2762,1,0,0
11808,Shubman Gill,2767,1,0,0
11808,Shubman Gill,2769,1,0,1
14504,Tilak Verma,2188,3,0,0
14504,Tilak Verma,2191,2,0,0
14504,Tilak Verma,2192,1,0,0
14504,Tilak Verma,2193,1,0,0
14504,Tilak Verma,2194,0,0,0
14504,Tilak Verma,2200,2,0,0
14504,Tilak Verma,2208,2,0,0
14504,Tilak Verma,2278,0,0,0
14504,Tilak Verma,2296,2,0,0
14504,Tilak Verma,2360,1,0,0
14504,Tilak Verma,2367,1,0,0
14504,Tilak Verma,2396,1,1,0
14504,Tilak Verma,2401,1,0,0
14504,Tilak Verma,2428,1,0,0
1413,Virat Kohli,1467,2,0,0
1413,Virat Kohli,1473,0,0,0
1413,Virat Kohli,1628,2,0,0
1413,Virat Kohli,1631,1,0,0
1413,Virat Kohli,1750,1,0,0
1413,Virat Kohli,1758,1,1,0
1413,Virat Kohli,1759,0,0,0
1413,Virat Kohli,1761,1,0,0
1413,Virat Kohli,1788,2,0,0
1413,Virat Kohli,1794,0,1,0
1413,Virat Kohli,1796,1,0,0
1413,Virat Kohli,1800,1,0,0
1413,Virat Kohli,1803,1,0,0
1413,Virat Kohli,1848,1,0,0
1413,Virat Kohli,1853,1,0,0
1413,Virat Kohli,1873,2,0,0
1413,Virat Kohli,1878,1,0,0
1413,Virat Kohli,2431,2,0,0
1413,Virat Kohli,2435,2,1,0
1413,Virat Kohli,2639,2,0,0
1413,Virat Kohli,2658,1,0,0
1413,Virat Kohli,2671,1,0,0
1413,Virat Kohli,2710,1,0,0
1413,Virat Kohli,2716,1,0,0
1413,Virat Kohli,2721,1,0,0
1413,Virat Kohli,2724,0,0,0
1413,Virat Kohli,2729,1,0,0
10945,Washington Sundar,1898,1,0,0
10945,Washington Sundar,1990,1,0,0
10945,Washington Sundar,1991,1,1,0
10945,Washington Sundar,2435,1,0,0
10945,Washington Sundar,2737,1,1,0
10945,Washington Sundar,2739,1,0,0
10945,Washington Sundar,2769,0,0,0
13940,Yashasvi Jaiswal,2192,1,0,0
13940,Yashasvi Jaiswal,2194,1,0,0
13940,Yashasvi Jaiswal,2200,1,0,0
13940,Yashasvi Jaiswal,2208,1,0,0
13940,Yashasvi Jaiswal,2278,3,0,0
13940,Yashasvi Jaiswal,2296,3,0,0
13940,Yashasvi Jaiswal,2360,2,0,0
13940,Yashasvi Jaiswal,2367,3,0,0
13940,Yashasvi Jaiswal,2372,1,0,0
13940,Yashasvi Jaiswal,2379,3,0,0
13940,Yashasvi Jaiswal,2380,1,0,0
13940,Yashasvi Jaiswal,2396,2,0,0
13940,Yashasvi Jaiswal,2401,2,0,0
13940,Yashasvi Jaiswal,2431,1,1,0
13940,Yashasvi Jaiswal,2435,1,0,0
13940,Yashasvi Jaiswal,2749,1,0,0
13940,Yashasvi Jaiswal,2759,1,0,0
13940,Yashasvi Jaiswal,2762,0,0,0
13940,Yashasvi Jaiswal,2767,2,0,1
13940,Yashasvi Jaiswal,2768,1,0,0
13940,Yashasvi Jaiswal,2769,0,0,0
7910,Yuzvendra Chahal,1571,2,0,0
7910,Yuzvendra Chahal,1586,1,0,0
7910,Yuzvendra Chahal,1911,1,0,0
7910,Yuzvendra Chahal,1984,1,0,0
