Player ID,Player name,Opponent,Innings,Powerplay Total,Powerplay Zeros,Powerplay Ones,Powerplay Fours,Powerplay Sixes,Middle Overs Total,Middle Overs Zeros,Middle Overs Ones,Middle Overs Fours,Middle Overs Sixes,Death Overs Total,Death Overs Zeros,Death Overs Ones,Death Overs Fours,Death Overs Sixes,Total Zeros,Total Ones,Total Fours,Total Sixes
7915,Suryakumar Yadav,Hong Kong,1,0,0,0,0,0,26,2,2,4,1,42,7,2,2,5,9,4,6,6
7915,Suryakumar Yadav,Sri Lanka,7,62,23,22,7,1,206,24,44,16,13,28,3,6,2,2,50,72,25,16
7915,Suryakumar Yadav,Afghanistan,2,0,0,0,0,0,48,7,10,4,3,11,2,1,1,1,9,11,5,4
7915,Suryakumar Yadav,Australia,9,79,30,15,8,5,181,21,47,13,12,30,9,2,3,2,60,64,24,19
7915,Suryakumar Yadav,United States of America,1,15,9,7,0,1,16,8,10,1,0,19,2,5,1,1,19,22,2,2
14504,Tilak Verma,West Indies,5,72,22,14,8,4,90,21,36,7,3,11,3,5,1,0,46,55,16,7
14504,Tilak Verma,Ireland,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
14504,Tilak Verma,South Africa,2,28,8,4,4,1,0,0,0,0,0,0,0,0,0,0,8,4,4,1
14504,Tilak Verma,Australia,3,0,0,0,0,0,31,12,11,5,0,19,4,5,1,1,16,16,6,1
14504,Tilak Verma,Afghanistan,1,12,7,8,1,0,13,1,3,1,1,0,0,0,0,0,8,11,2,1
14504,Tilak Verma,Nepal,1,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,8,2,0,0
14504,Tilak Verma,Bangladesh,1,39,7,5,2,4,15,2,3,0,2,0,0,0,0,0,9,8,2,6
1413,Virat Kohli,England,4,40,15,10,2,3,29,3,15,3,0,2,1,0,0,0,19,25,5,3
1413,Virat Kohli,West Indies,2,29,7,5,6,0,40,13,20,2,1,0,0,0,0,0,20,25,8,1
1413,Virat Kohli,Pakistan,4,45,20,11,5,1,80,15,36,6,1,55,10,7,3,4,45,54,14,6
1413,Virat Kohli,Netherlands,1,8,3,6,0,0,29,4,13,2,0,25,1,7,1,2,8,26,3,2
1413,Virat Kohli,South Africa,4,28,20,12,3,0,39,10,25,2,0,59,9,7,7,3,39,44,12,3
1413,Virat Kohli,Bangladesh,2,44,15,10,4,2,38,7,14,4,1,18,4,2,1,1,26,26,9,4
1413,Virat Kohli,Zimbabwe,1,17,2,4,2,0,9,6,9,0,0,0,0,0,0,0,8,13,2,0
1413,Virat Kohli,Hong Kong,1,9,1,7,0,0,37,6,17,1,2,13,3,3,0,1,10,27,1,3
1413,Virat Kohli,Sri Lanka,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1413,Virat Kohli,Afghanistan,4,74,16,20,8,2,46,7,18,3,2,54,1,4,6,3,24,42,17,7
1413,Virat Kohli,Australia,4,38,17,12,5,1,25,6,13,0,2,13,5,3,0,1,28,28,5,4
1413,Virat Kohli,Ireland,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1413,Virat Kohli,United States of America,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10945,Washington Sundar,New Zealand,3,0,0,0,0,0,27,7,13,3,0,33,11,1,3,3,18,14,6,3
10945,Washington Sundar,Ireland,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10945,Washington Sundar,Zimbabwe,2,0,0,0,0,0,12,5,7,0,0,16,17,4,1,1,22,11,1,1
10945,Washington Sundar,Sri Lanka,1,0,0,0,0,0,3,0,1,0,0,22,7,4,2,1,7,5,2,1
13940,Yashasvi Jaiswal,West Indies,3,25,5,5,5,0,48,7,14,4,3,1,2,1,0,0,14,20,9,3
13940,Yashasvi Jaiswal,Ireland,2,31,13,7,3,2,0,0,0,0,0,0,0,0,0,0,13,7,3,2
13940,Yashasvi Jaiswal,South Africa,2,28,9,4,3,2,31,6,13,3,1,0,0,0,0,0,15,17,6,3
13940,Yashasvi Jaiswal,Australia,5,118,32,8,17,6,0,0,0,0,0,0,0,0,0,0,32,8,17,6
13940,Yashasvi Jaiswal,Afghanistan,2,36,9,6,3,3,28,4,6,1,3,0,0,0,0,0,13,12,4,6
13940,Yashasvi Jaiswal,Nepal,1,54,5,8,3,5,43,6,9,5,2,0,1,0,0,0,12,17,8,7
13940,Yashasvi Jaiswal,Bangladesh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13940,Yashasvi Jaiswal,Zimbabwe,3,57,16,11,8,1,44,9,10,4,2,0,0,0,0,0,25,21,12,3
13940,Yashasvi Jaiswal,Sri Lanka,3,61,15,7,7,4,0,0,0,0,0,0,0,0,0,0,15,7,7,4
7910,Yuzvendra Chahal,West Indies,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
