Player ID,Player Name,Match Number,Overs Bowled,Balls_Bowled,Maidens,Runs Conceded,Wickets,Economy Rate,Dot Ball %,Boundary %,Extras Given,Impact Wickets Per Over,Bowling Strike Rate,Bowling Average
9311,Jasprit Bumrah,2724,2.4,16,0,13,2,5.42,50,6.25,0,1.22,8,6.5
8808,Axar Patel,2724,4,24,0,23,4,5.75,41.67,4.17,0,1.4,6,5.75
587,Ravindra Jadeja,2724,3,18,0,16,0,5.33,33.33,5.56,0,0,0,0
9647,Hardik Pandya,2724,1,6,0,14,1,14,16.67,33.33,0,1,6,14
13217,Arshdeep Singh,2729,4,24,0,21,2,5.25,50,8.33,0,0.73,12,10.5
9311,Jasprit Bumrah,2729,4,24,0,19,2,4.75,58.33,8.33,0,0.77,12,9.5
8808,Axar Patel,2729,4,26,0,50,1,12.5,38.46,30.77,2,0.31,26,50
9647,Hardik Pandya,2729,3,20,0,22,3,7.33,50,10,2,1.45,6.67,7.33
587,Ravindra Jadeja,2729,1,6,0,12,0,12,0,16.67,0,0,0,0
10754,Mukesh Kumar,2737,3,18,0,17,1,5.67,55.56,11.11,0,0.5,18,17
14659,Ravi Bishnoi,2737,4,25,0,13,4,3.25,72,4,1,1.7,6.25,3.25
12086,Abhishek Sharma,2737,2,12,0,17,0,8.5,25,16.67,0,0,0,0
9781,Avesh Khan,2737,4,24,0,29,2,7.25,54.17,20.83,0,0.72,12,14.5
10945,Washington Sundar,2737,4,24,0,11,2,2.75,62.5,0,0,0.81,12,5.5
10754,Mukesh Kumar,2739,3.4,24,0,38,3,11.18,54.17,25,2,1.25,8,12.67
12086,Abhishek Sharma,2739,2.2,19,0,36,0,16.36,31.58,21.05,5,0,0,0
9781,Avesh Khan,2739,3,20,0,16,3,5.33,60,5,2,1.58,6.67,5.33
14659,Ravi Bishnoi,2739,4,24,0,11,2,2.75,62.5,0,0,0.81,12,5.5
10945,Washington Sundar,2739,4,24,0,28,2,7,33.33,12.5,0,0.64,12,14
12305,Riyan Parag,2739,1,6,0,5,0,5,33.33,0,0,0,0,0
9781,Avesh Khan,2749,4,25,0,41,2,10.25,40,24,1,0.64,12.5,20.5
14659,Ravi Bishnoi,2749,4,24,0,37,0,9.25,25,16.67,0,0,0,0
10945,Washington Sundar,2749,4,25,0,15,3,3.75,48,0,1,1.11,8.33,5
12086,Abhishek Sharma,2749,2,12,0,23,0,11.5,25,33.33,0,0,0,0
11195,Shivam Dubey,2749,2,12,0,27,0,13.5,8.33,33.33,0,0,0,0
14659,Ravi Bishnoi,2759,3.2,25,0,22,1,6.88,48,4,5,0.46,25,22
10945,Washington Sundar,2759,4,24,0,32,1,8,20.83,8.33,0,0.29,24,32
12086,Abhishek Sharma,2759,3,18,0,20,1,6.67,27.78,5.56,0,0.42,18,20
11195,Shivam Dubey,2759,2,12,0,11,1,5.5,41.67,8.33,0,0.69,12,11
10754,Mukesh Kumar,2762,3.3,26,0,22,4,6.67,69.23,11.54,5,1.98,6.5,5.5
14659,Ravi Bishnoi,2762,3,18,0,26,1,8.67,55.56,22.22,0,0.48,18,26
10945,Washington Sundar,2762,2,12,0,7,1,3.5,50,0,0,0.75,12,7
12086,Abhishek Sharma,2762,3,18,0,20,1,6.67,38.89,11.11,0,0.44,18,20
11195,Shivam Dubey,2762,4,25,0,25,2,6.25,40,8,1,0.68,12.5,12.5
13217,Arshdeep Singh,2767,3,18,0,24,2,8,55.56,22.22,0,0.96,9,12
10808,Mohammed Siraj,2767,3,18,0,23,1,7.67,55.56,16.67,0,0.49,18,23
8808,Axar Patel,2767,4,25,0,38,2,9.5,36,28,1,0.61,12.5,19
14659,Ravi Bishnoi,2767,4,24,0,37,1,9.25,37.5,29.17,0,0.31,24,37
9647,Hardik Pandya,2767,4,25,0,43,0,10.75,28,16,1,0,0,0
12305,Riyan Parag,2767,1.2,8,0,5,4,4.17,50,0,0,5,2,1.25
10808,Mohammed Siraj,2768,3,19,0,27,0,9,42.11,21.05,1,0,0,0
13217,Arshdeep Singh,2768,3,19,0,24,2,8,36.84,15.79,1,0.86,9.5,12
8808,Axar Patel,2768,4,25,0,30,2,7.5,36,12,1,0.65,12.5,15
14659,Ravi Bishnoi,2768,4,24,0,26,3,6.5,50,16.67,0,1.06,8,8.67
12305,Riyan Parag,2768,4,24,0,30,0,7.5,41.67,20.83,0,0,0,0
9647,Hardik Pandya,2768,1.5,18,0,24,2,16,66.67,11.11,7,2.15,9,12
10808,Mohammed Siraj,2769,3,18,0,11,0,3.67,55.56,0,0,0,0,0
10945,Washington Sundar,2769,4.3,28,0,26,4,6.05,46.43,10.71,1,1.31,7,6.5
14659,Ravi Bishnoi,2769,4,25,0,38,2,9.5,28,20,1,0.59,12.5,19
12305,Riyan Parag,2769,4,24,0,27,0,6.75,33.33,8.33,0,0,0,0
10896,Rinku Singh,2769,1,6,0,3,2,3,66.67,0,0,3.33,3,1.5
7915,Suryakumar Yadav,2769,1,6,0,5,2,5,50,0,0,3,3,2.5
